file,set,mem
sun_bwuvenmupwufgtuy.jpg,figrim,0.5617977528089888
00047149.jpg,lamem,0.8128021999999999
00042903.jpg,lamem,0.7795508
00021767.jpg,lamem,0.6295904
n03670208_3865.jpg,memcat,0.741573033707865
00048522.jpg,lamem,0.6702004
00024175.jpg,lamem,0.7922886
00015640.jpg,lamem,0.7638952
00025806.jpg,lamem,0.7973276
00039844.jpg,lamem,0.7644886
00051138.jpg,lamem,0.8334543999999999
00053230.jpg,lamem,0.5670196
00028811.jpg,lamem,0.8421955999999999
00047889.jpg,lamem,0.5343116
00045995.jpg,lamem,0.81592
366057.jpg,isola,0.8623853325843811
00045428.jpg,lamem,0.5071242
00004240.jpg,lamem,0.7898682
00013307.jpg,lamem,0.8234854
00019638.jpg,lamem,0.9131988
n03384352_7864.jpg,memcat,0.835294117647059
sun_bppwnyxlgptkrpwo.jpg,figrim,0.6901408450704225
00024774.jpg,lamem,0.7126618
00057977.jpg,lamem,0.9082552
00050105.jpg,lamem,0.8001438000000001
00037589.jpg,lamem,0.7007088
00012183.jpg,lamem,0.5929452000000001
000000160694.jpg,memcat,0.736842105263158
00054492.jpg,lamem,0.8348224
00001807.jpg,lamem,0.7803212
00008371.jpg,lamem,0.6989812
000000039860.jpg,memcat,0.7875
00057849.jpg,lamem,0.8195786
00001371.jpg,lamem,0.8283984
00041194.jpg,lamem,0.8397992000000001
n03512147_6294.jpg,memcat,0.756302521008403
00052560.jpg,lamem,0.8201946
00051710.jpg,lamem,0.8150717999999999
00051647.jpg,lamem,0.9453656
00041043.jpg,lamem,0.8378548
00029845.jpg,lamem,0.7136856
sun_aftwfvdrcrbdnxrs.jpg,figrim,0.5903614457831325
00047040.jpg,lamem,0.786502
00027696.jpg,lamem,0.7741976
00018562.jpg,lamem,0.8224615999999999
00041458.jpg,lamem,0.6167592
000000492156.jpg,memcat,0.702127659574468
00033286.jpg,lamem,0.7717904
00015786.jpg,lamem,0.7077272
00058509.jpg,lamem,0.9422156
00022082.jpg,lamem,0.967536
00057219.jpg,lamem,0.6068798
00019659.jpg,lamem,0.8010643999999999
00000737.jpg,lamem,0.685255
00058041.jpg,lamem,0.5788262
00028624.jpg,lamem,0.8456878
00020224.jpg,lamem,0.8048968000000001
00023039.jpg,lamem,0.7695565999999999
00018913.jpg,lamem,0.8317271999999999
00003656.jpg,lamem,0.7795272
6f2f4197e6f566bd.jpg,memcat,0.827586206896552
00003928.jpg,lamem,0.7356692
00036045.jpg,lamem,0.6820046
00024931.jpg,lamem,0.8599973999999999
00055092.jpg,lamem,0.6036258
00005608.jpg,lamem,0.7659276
00018163.jpg,lamem,0.816887
00021164.jpg,lamem,0.8767088
00015125.jpg,lamem,0.8144715999999999
00027336.jpg,lamem,0.8795506
00027025.jpg,lamem,0.5879882000000001
00040648.jpg,lamem,0.7090644
00013414.jpg,lamem,0.858939
00055540.jpg,lamem,0.6234504000000001
00048706.jpg,lamem,0.8547448
000000262118.jpg,memcat,0.870967741935484
000000060316.jpg,memcat,0.666666666666667
00052922.jpg,lamem,0.6575812
00044006.jpg,lamem,0.7586858000000001
00025387.jpg,lamem,0.9200404
00038952.jpg,lamem,0.9078022
00003526.jpg,lamem,0.7713620000000001
00050534.jpg,lamem,0.6140374
n03594945_5816.jpg,memcat,0.849056603773585
n02355227_15095.jpg,memcat,0.5625
000000571245.jpg,memcat,0.798076923076923
n07929519_35218.jpg,memcat,0.792792792792793
n00470966_20471.jpg,memcat,0.730337078651685
sun_aokprwxcpsopjrrr.jpg,isola,0.8987341523170471
00017575.jpg,lamem,0.9457986
00025243.jpg,lamem,0.5635226
00031493.jpg,lamem,0.7370013999999999
