file,set,mem
sun_aicdtekzfimwjtlu.jpg,isola,0.7301587462425232
n07806221_24082.jpg,memcat,0.833333333333333
00022915.jpg,lamem,0.7936904
00028470.jpg,lamem,0.7197682000000001
00042150.jpg,lamem,0.749379
00045076.jpg,lamem,0.8207912
00009124.jpg,lamem,0.883773
00001898.jpg,lamem,0.408342
00002105.jpg,lamem,0.7974116
00053412.jpg,lamem,0.909199
00057549.jpg,lamem,0.7374532
00054544.jpg,lamem,0.7503173999999999
00004836.jpg,lamem,0.9177758
00050675.jpg,lamem,0.7612002
n04349306_861.jpg,memcat,0.847826086956522
00015452.jpg,lamem,0.7033368
00014654.jpg,lamem,0.7712102
00024920.jpg,lamem,0.7007698
00007970.jpg,lamem,0.8866142
00048502.jpg,lamem,0.548917
00010464.jpg,lamem,0.6816380000000001
n02691156_3472.jpg,memcat,0.626373626373626
00013673.jpg,lamem,0.557809
00057087.jpg,lamem,0.6424314
n09217230_4829.jpg,memcat,0.822222222222222
00006400.jpg,lamem,0.9266754
n00470966_18565.jpg,memcat,0.84
00047045.jpg,lamem,0.7627651999999999
00057032.jpg,lamem,0.8334718000000001
00009007.jpg,lamem,0.4522742
00010325.jpg,lamem,0.8902252
00039651.jpg,lamem,0.8313434
00010468.jpg,lamem,0.7868546000000001
00018410.jpg,lamem,0.6214246
00048017.jpg,lamem,0.6032614000000001
00021735.jpg,lamem,0.815874
00051339.jpg,lamem,0.6537826
000000457981.jpg,memcat,0.821052631578947
n07880968_5785.jpg,memcat,0.886178861788618
00005401.jpg,lamem,0.950474
00035394.jpg,lamem,0.5571918
00006521.jpg,lamem,0.6799381999999999
00002683.jpg,lamem,0.7817608
sun_aruuuceioerjyxhi.jpg,isola,0.7894737124443054
00017770.jpg,lamem,0.8146538
00047081.jpg,lamem,0.8623456
00048238.jpg,lamem,0.7347184
00049437.jpg,lamem,0.9908034
00056065.jpg,lamem,0.8321073999999999
00057021.jpg,lamem,0.6840244
00008702.jpg,lamem,0.7723791999999999
00023804.jpg,lamem,0.7703724000000001
n07693725_12334.jpg,memcat,0.862068965517241
00025524.jpg,lamem,0.8360894
n07893642_6278.jpg,memcat,0.835051546391753
00022746.jpg,lamem,0.7729366
00017755.jpg,lamem,0.7844692
00040649.jpg,lamem,0.781443
00005863.jpg,lamem,0.6420952
00009468.jpg,lamem,0.826219
00000664.jpg,lamem,0.767042
00008655.jpg,lamem,0.6987892
00047856.jpg,lamem,0.7272071999999999
00039851.jpg,lamem,0.8871072
9f2542f6a8f35b2c.jpg,memcat,0.905660377358491
00055198.jpg,lamem,0.8142853999999999
00027090.jpg,lamem,0.738796
00049536.jpg,lamem,0.6574476
n09288635_2588.jpg,memcat,0.747252747252747
00044691.jpg,lamem,0.8651602
00040710.jpg,lamem,0.8081714
00041266.jpg,lamem,0.8739100000000001
000000482392.jpg,memcat,0.886792452830189
000000517723.jpg,memcat,0.852272727272727
00033208.jpg,lamem,0.5550052
00000591.jpg,lamem,0.8796123999999998
00029874.jpg,lamem,0.7900272
00037315.jpg,lamem,0.7559853999999999
n07693725_500.jpg,memcat,0.853932584269663
00026131.jpg,lamem,0.6416388000000001
00017818.jpg,lamem,0.7626894
00027095.jpg,lamem,0.788444
00010346.jpg,lamem,0.8066658
sun_agqnaqaigkgpfvia.jpg,memcat,0.429906542056075
00031239.jpg,lamem,0.719502
00005373.jpg,lamem,0.6608708
97948408f6a3a476.jpg,memcat,0.806451612903226
00027547.jpg,lamem,0.7592728
00017550.jpg,lamem,0.4061428
00055196.jpg,lamem,0.803284
sun_agpmdtbixzjohdcy.jpg,figrim,0.7846153846153846
000000289423.jpg,memcat,0.669902912621359
00041614.jpg,lamem,0.4244058
00020920.jpg,lamem,0.8852722
000000097610.jpg,memcat,0.87378640776699
00028166.jpg,lamem,0.7521981999999999
00029186.jpg,lamem,0.8940406
00040865.jpg,lamem,0.8055693999999999
00046282.jpg,lamem,0.9262512
00058012.jpg,lamem,0.7832974
00053044.jpg,lamem,0.8827178
00020630.jpg,lamem,0.7316956
00012156.jpg,lamem,0.909493
00045663.jpg,lamem,0.7934472
00033648.jpg,lamem,0.770521
00038775.jpg,lamem,0.7738392000000001
00024877.jpg,lamem,0.8295194
00012186.jpg,lamem,0.8016752
00051966.jpg,lamem,0.7849944
00013013.jpg,lamem,0.7670536
sun_bjlckptwozlsxfvr.jpg,figrim,0.5
