file,set,mem
00027700.jpg,lamem,0.8188905999999999
00000693.jpg,lamem,0.6503363999999999
00026750.jpg,lamem,0.6399414
00017713.jpg,lamem,0.719868
00046339.jpg,lamem,0.771007
000000527845.jpg,memcat,0.908256880733945
00034824.jpg,lamem,0.7161918
00009403.jpg,lamem,0.675228
00048682.jpg,lamem,0.6949046
00015700.jpg,lamem,0.6360494
00002151.jpg,lamem,0.8317327999999999
00021874.jpg,lamem,0.8653198
00025620.jpg,lamem,0.7889168
00008444.jpg,lamem,0.7368364
simf158.jpg,isola,0.387499988079071
00048140.jpg,lamem,0.6699742
n07583197_5525.jpg,memcat,0.801801801801802
00042191.jpg,lamem,0.6744994
00029960.jpg,lamem,0.9475282
00000893.jpg,lamem,0.8007234000000001
00028970.jpg,lamem,0.7647280000000001
00021564.jpg,lamem,0.7076452
00052065.jpg,lamem,0.8449282
00020384.jpg,lamem,0.7302864
00013128.jpg,lamem,0.906543
00033481.jpg,lamem,0.6737446
f2b55d7fc564c01c.jpg,memcat,0.855932203389831
00050721.jpg,lamem,0.7680974
00041867.jpg,lamem,0.68232
00035040.jpg,lamem,0.6231878
00045718.jpg,lamem,0.8573435999999999
000000223123.jpg,memcat,0.757009345794392
00007075.jpg,lamem,0.7411133999999999
00017633.jpg,lamem,0.8370986
00005850.jpg,lamem,0.8400529999999999
n07717556_5513.jpg,memcat,0.68141592920354
00004235.jpg,lamem,0.7987493999999999
00037221.jpg,lamem,0.4466146
n02342885_228.jpg,memcat,0.922222222222222
00051160.jpg,lamem,0.8222276000000001
00018760.jpg,lamem,0.8540492000000001
00042303.jpg,lamem,0.7182356000000001
00011570.jpg,lamem,0.7171841999999999
00023124.jpg,lamem,0.7105826000000001
n04465501_7646.jpg,memcat,0.95049504950495
00054389.jpg,lamem,0.7380234
n01811909_1560.jpg,memcat,0.808510638297872
00000598.jpg,lamem,0.8899998
00051180.jpg,lamem,0.6319435999999999
00018880.jpg,lamem,0.8488268
00039009.jpg,lamem,0.5176768
00029417.jpg,lamem,0.7499576
00015882.jpg,lamem,0.8767416000000001
00026753.jpg,lamem,0.7878082
00057870.jpg,lamem,0.906799
00048008.jpg,lamem,0.7217144
00020307.jpg,lamem,0.8708928
00014307.jpg,lamem,0.6742338
00055915.jpg,lamem,0.8646039999999999
00020834.jpg,lamem,0.7190932
n04461696_4760.jpg,memcat,0.574257425742574
00021307.jpg,lamem,0.8533899999999999
sun_axtfhcskgmhzmpyx.jpg,isola,0.8313252925872803
00007462.jpg,lamem,0.7916014
00004973.jpg,lamem,0.7593676
sun_agvctqwhcbxfrglt.jpg,figrim,0.4576271186440678
00042927.jpg,lamem,0.8307116000000001
00043456.jpg,lamem,0.9280138
00049444.jpg,lamem,0.9553784
00008418.jpg,lamem,0.6481961999999999
00030678.jpg,lamem,0.5882978
sun_bcavhhupdxjortha.jpg,isola,0.5
00040997.jpg,lamem,0.5571932
00012819.jpg,lamem,0.7565839999999999
00027907.jpg,lamem,0.8662610000000001
00045252.jpg,lamem,0.4970839999999999
00041375.jpg,lamem,0.5387988
00050847.jpg,lamem,0.767766
00034720.jpg,lamem,0.5208828000000001
n04467665_42414.jpg,memcat,0.829787234042553
00022358.jpg,lamem,0.7816145999999999
00041897.jpg,lamem,0.6655086
n07929519_32188.jpg,memcat,0.715789473684211
00046802.jpg,lamem,0.6996696
00003029.jpg,lamem,0.6672502
00010326.jpg,lamem,0.759631
n02932891_20843.jpg,memcat,0.704347826086957
000000248774.jpg,memcat,0.722222222222222
00046734.jpg,lamem,0.5947056
00043710.jpg,lamem,0.7573551999999999
00050191.jpg,lamem,0.6620926
00014941.jpg,lamem,0.7027428
00021138.jpg,lamem,0.7552678
00040061.jpg,lamem,0.8725947999999999
00045646.jpg,lamem,0.6650704000000001
n00440941_6794.jpg,memcat,0.716981132075472
sun_aarzwginlqrfnzvf.jpg,figrim,0.3902439024390244
00000611.jpg,lamem,0.785708
00031978.jpg,lamem,0.8184308
00051008.jpg,lamem,0.7767164
00026040.jpg,lamem,0.6806327999999999
00054383.jpg,lamem,0.8141098
sun_bsuewujlvyegnflr.jpg,isola,0.6842105388641357
00007332.jpg,lamem,0.759944
00052842.jpg,lamem,0.660761
n04465501_1486.jpg,memcat,0.733333333333333
00018865.jpg,lamem,0.8433883999999999
00029663.jpg,lamem,0.7561410000000001
000000319095.jpg,memcat,0.775510204081633
00016675.jpg,lamem,0.8039
00032018.jpg,lamem,0.7535714
00051940.jpg,lamem,0.8403195999999999
00007351.jpg,lamem,0.7896764000000001
00045818.jpg,lamem,0.5800918
00039885.jpg,lamem,0.5738844000000001
00018053.jpg,lamem,0.8124084
00036119.jpg,lamem,0.6410912
n02396427_167.jpg,memcat,0.804347826086957
00014404.jpg,lamem,0.803647
00042585.jpg,lamem,0.8340935999999999
00022764.jpg,lamem,0.889716
n07690273_26972.jpg,memcat,0.930232558139535
00006444.jpg,lamem,0.7756448
00021739.jpg,lamem,0.8045306
n02129165_4783.jpg,memcat,0.857142857142857
