file,set,mem
000000382947.jpg,memcat,0.757894736842105
00031810.jpg,lamem,0.4042988
00049266.jpg,lamem,0.7125315999999999
sun_biizajddslqxlmqw.jpg,figrim,0.6805555555555556
00004744.jpg,lamem,0.8939394
00058103.jpg,lamem,0.7633242
00052004.jpg,lamem,0.7900056
00029970.jpg,lamem,0.9070852
00051974.jpg,lamem,0.8195446000000001
sun_akeicfgsblregoek.jpg,figrim,0.7285714285714285
00004261.jpg,lamem,0.9552334
00031801.jpg,lamem,0.8009755999999999
00009856.jpg,lamem,0.6760172
00020088.jpg,lamem,0.8471021999999999
00044719.jpg,lamem,0.53975
00046904.jpg,lamem,0.8773198000000001
00004786.jpg,lamem,0.5074718
00002763.jpg,lamem,0.8767784000000001
00041793.jpg,lamem,0.6157546
00015108.jpg,lamem,0.8244465999999999
00000030.jpg,lamem,0.8381114000000001
00005430.jpg,lamem,0.6492416000000001
000000053875.jpg,memcat,0.787610619469027
00001930.jpg,lamem,0.7400274
00038102.jpg,lamem,0.4160496
00030512.jpg,lamem,0.7847660000000001
sun_asqftgdgvjmireee.jpg,isola,0.7804877758026123
n07574602_23518.jpg,memcat,0.824175824175824
n03594945_14542.jpg,memcat,0.626506024096386
00001069.jpg,lamem,0.7036848
00021283.jpg,lamem,0.6806914
sun_bntiwqxmjupyggcc.jpg,isola,0.75
00000715.jpg,lamem,0.7368696
00006581.jpg,lamem,0.8011481999999999
n02118333_13723.jpg,memcat,0.762886597938144
00000174.jpg,lamem,0.7464158
00034729.jpg,lamem,0.7380272
00019863.jpg,lamem,0.708743
00013740.jpg,lamem,0.8392564
00052403.jpg,lamem,0.76322
00029367.jpg,lamem,0.8822086
00018097.jpg,lamem,0.7130601999999999
00008709.jpg,lamem,0.8190434
00045811.jpg,lamem,0.8135809999999999
00008355.jpg,lamem,0.4599316
90dba6de931ca930.jpg,memcat,0.882352941176471
00042082.jpg,lamem,0.7414308000000001
00035216.jpg,lamem,0.5713946
00035359.jpg,lamem,0.686149
00004272.jpg,lamem,0.9810188
00005251.jpg,lamem,0.8364978000000001
00033901.jpg,lamem,0.5493368000000001
00033221.jpg,lamem,0.6550252000000001
00025434.jpg,lamem,0.7964482
00022517.jpg,lamem,0.928078
00043570.jpg,lamem,0.8066666
00015470.jpg,lamem,0.6954058
00004648.jpg,lamem,0.7799086
00028051.jpg,lamem,0.7614318
00056239.jpg,lamem,0.8409462
00021602.jpg,lamem,0.6444452
00022974.jpg,lamem,0.7729229999999999
00031407.jpg,lamem,0.7517324000000001
00014702.jpg,lamem,0.8087949999999999
00053765.jpg,lamem,0.8612734
00027350.jpg,lamem,0.8479096
00043338.jpg,lamem,0.857859
00010043.jpg,lamem,0.6329282
00050771.jpg,lamem,0.7808729999999999
00008017.jpg,lamem,0.5101204
00058190.jpg,lamem,0.8736656
00007447.jpg,lamem,0.676247
00043752.jpg,lamem,0.7326522
00020867.jpg,lamem,0.7434544000000001
00017582.jpg,lamem,0.7050348
00045643.jpg,lamem,0.8229302000000001
00040559.jpg,lamem,0.7308946
00025823.jpg,lamem,0.5958028000000001
n03512147_7299.jpg,memcat,0.740740740740741
00000449.jpg,lamem,0.7231552
n03541923_755.jpg,memcat,0.908163265306122
00002868.jpg,lamem,0.758854
n07933274_34426.jpg,memcat,1.0
00022322.jpg,lamem,0.4156691999999999
00029379.jpg,lamem,0.707426
00014082.jpg,lamem,0.8662504
00022065.jpg,lamem,0.7238628
n03594945_3082.jpg,memcat,0.867256637168142
00057793.jpg,lamem,0.8301464
00010490.jpg,lamem,0.7275891999999999
000000064588.jpg,memcat,0.756410256410256
c7b48e1905d50d55.jpg,memcat,0.516393442622951
00028525.jpg,lamem,0.7951778
00018111.jpg,lamem,0.7566834
00052352.jpg,lamem,0.8442626000000001
00016011.jpg,lamem,0.8702996000000001
00049999.jpg,lamem,0.8837254
00010991.jpg,lamem,0.7874344
n09393605_23937.jpg,memcat,0.530973451327434
000000313278.jpg,memcat,0.821138211382114
sun_bcsilmmjzqbejnxh.jpg,figrim,0.6
n12345899_6522.jpg,memcat,0.829268292682927
00053576.jpg,lamem,0.8854174
00032169.jpg,lamem,0.8501412
00042008.jpg,lamem,0.730494
00029003.jpg,lamem,0.6732926
00029657.jpg,lamem,0.9430548
n07574602_22582.jpg,memcat,0.844660194174757
00036645.jpg,lamem,0.710088
00004542.jpg,lamem,0.7895822
00008226.jpg,lamem,0.5469198000000001
sun_azxubsqvphflkrru.jpg,memcat,0.6875
000000419679.jpg,memcat,0.727272727272727
00034010.jpg,lamem,0.489599
00029224.jpg,lamem,0.7001535999999999
00044311.jpg,lamem,0.6884598000000001
