file,set,mem
00038522.jpg,lamem,0.6918008
00051264.jpg,lamem,0.8597566000000001
00006017.jpg,lamem,0.789064
00053089.jpg,lamem,0.6094660000000001
ed4ccd8a49df17f4.jpg,memcat,0.565217391304348
00027085.jpg,lamem,0.7692808
sun_ainzlfozoxxasyfe.jpg,figrim,0.4931506849315068
000000482392.jpg,memcat,0.886792452830189
00040952.jpg,lamem,0.766012
n02355227_12532.jpg,memcat,0.813084112149533
00006289.jpg,lamem,0.8545748
00053121.jpg,lamem,0.8495056
00000680.jpg,lamem,0.7023303999999999
00041219.jpg,lamem,0.6483812
00036119.jpg,lamem,0.6410912
00017531.jpg,lamem,0.55709
sun_bzmfoqcjhkcgqway.jpg,figrim,0.4925373134328358
00020314.jpg,lamem,0.8539731999999999
00041781.jpg,lamem,0.7681922
00051025.jpg,lamem,0.8131033999999999
00049687.jpg,lamem,0.8528591999999999
00004849.jpg,lamem,0.8405212000000001
00030601.jpg,lamem,0.7403488
00032938.jpg,lamem,0.8910378
sun_btsqfalwsqicirdz.jpg,figrim,0.4148936170212766
00026949.jpg,lamem,0.6918744
00016545.jpg,lamem,0.6961926
n04166281_5691.jpg,memcat,0.774193548387097
00026757.jpg,lamem,0.8053594000000001
sun_angkfadyjildbcqh.jpg,memcat,0.54
00013527.jpg,lamem,0.7330842
00046057.jpg,lamem,0.8838062000000001
n09270735_1884.jpg,memcat,0.712871287128713
00031114.jpg,lamem,0.761973
n04587559_11329.jpg,memcat,0.844444444444444
00015827.jpg,lamem,0.7555154
00017018.jpg,lamem,0.9127066
00058122.jpg,lamem,0.9274086
n02355227_15402.jpg,memcat,0.892156862745098
00021996.jpg,lamem,0.772602
00037782.jpg,lamem,0.5501592000000001
00053710.jpg,lamem,0.8758676
00001091.jpg,lamem,0.9427634
00049993.jpg,lamem,0.5422288
00024067.jpg,lamem,0.7549494
00042139.jpg,lamem,0.7422544
00006173.jpg,lamem,0.5831384
00050151.jpg,lamem,0.6182372
00028297.jpg,lamem,0.6458771999999999
00049968.jpg,lamem,0.8444046000000001
000000063370.jpg,memcat,0.947368421052632
00040528.jpg,lamem,0.6128016
00049389.jpg,lamem,0.8535042
00052307.jpg,lamem,0.6681307999999999
00026797.jpg,lamem,0.9041754
00024493.jpg,lamem,0.8824896000000001
00025512.jpg,lamem,0.8489744
00005619.jpg,lamem,0.8371907999999999
00035881.jpg,lamem,0.4504044
00027124.jpg,lamem,0.7431616
00002396.jpg,lamem,0.8344516000000001
n07583197_1429.jpg,memcat,0.85981308411215
00041071.jpg,lamem,0.7498739999999999
n02355227_12551.jpg,memcat,0.811320754716981
00029045.jpg,lamem,0.8828020000000001
n02355227_12118.jpg,memcat,0.74
00009073.jpg,lamem,0.8787290000000001
00008691.jpg,lamem,0.7501084
00052262.jpg,lamem,0.6494146
00009086.jpg,lamem,0.7679769999999999
00032230.jpg,lamem,0.9064164
00050142.jpg,lamem,0.8551352
00020878.jpg,lamem,0.8840444
00057715.jpg,lamem,0.6889436
00002242.jpg,lamem,0.8544006
00057527.jpg,lamem,0.9065968
00033425.jpg,lamem,0.7090152
00024402.jpg,lamem,0.8502724
00045584.jpg,lamem,0.6090198
00036524.jpg,lamem,0.6656228000000001
sun_ajfjbafrlzzbmzoj.jpg,isola,0.699999988079071
00025695.jpg,lamem,0.8600770000000001
00002234.jpg,lamem,0.794077
000000179896.jpg,memcat,0.836734693877551
00010122.jpg,lamem,0.7194252
00019189.jpg,lamem,0.5954766
00006713.jpg,lamem,0.6718154000000001
00033393.jpg,lamem,0.7309720000000001
00020764.jpg,lamem,0.7035556
00035165.jpg,lamem,0.7280704
sun_agljbcnpskfdirxx.jpg,isola,0.6575342416763306
sun_akqesljoypfqyjdc.jpg,figrim,0.3333333333333333
00025676.jpg,lamem,0.8095122
00032509.jpg,lamem,0.8557994000000001
000000109872.jpg,memcat,0.670103092783505
sun_ajgebwheenyurlit.jpg,isola,0.4705882370471954
00034725.jpg,lamem,0.7426166000000001
n07574602_26972.jpg,memcat,0.873684210526316
00039337.jpg,lamem,0.4912498
00040054.jpg,lamem,0.4428796
00040415.jpg,lamem,0.8022054000000001
00030702.jpg,lamem,0.7086406000000001
00051936.jpg,lamem,0.8483874
000000208671.jpg,memcat,0.857142857142857
00033594.jpg,lamem,0.8478466000000001
00028891.jpg,lamem,0.6288136
00002705.jpg,lamem,0.5570824
00005557.jpg,lamem,0.7228898
00046640.jpg,lamem,0.8228334
00052321.jpg,lamem,0.7868892
00038764.jpg,lamem,0.8541586000000001
00047799.jpg,lamem,0.6231376
00055285.jpg,lamem,0.7682436
00026403.jpg,lamem,0.6484362
00005389.jpg,lamem,0.7471642000000001
00057090.jpg,lamem,0.7914924
00029363.jpg,lamem,0.566622
00057737.jpg,lamem,0.6599594
00048325.jpg,lamem,0.7645388
00047301.jpg,lamem,0.8878275999999999
00043000.jpg,lamem,0.8412206
n00480993_19839.jpg,memcat,0.737864077669903
00048111.jpg,lamem,0.6887278
00013276.jpg,lamem,0.7006045999999999
n03790512_11613.jpg,memcat,0.819277108433735
00012975.jpg,lamem,0.693625
00026609.jpg,lamem,0.8011358
00057166.jpg,lamem,0.6737166
00031442.jpg,lamem,0.5109776
00042280.jpg,lamem,0.6557068
00013716.jpg,lamem,0.743837
00056835.jpg,lamem,0.8788506
00012539.jpg,lamem,0.7289378
00030685.jpg,lamem,0.8166152
00032523.jpg,lamem,0.7510975999999999
00046871.jpg,lamem,0.8050756
00015523.jpg,lamem,0.7228062000000001
00042936.jpg,lamem,0.7641954
00028583.jpg,lamem,0.7835848000000001
00027814.jpg,lamem,0.9079626
00012067.jpg,lamem,0.5399596000000001
00002742.jpg,lamem,0.6113204
00041783.jpg,lamem,0.8027838
sun_brrjzlcdrrwsspqs.jpg,figrim,0.5641025641025641
00039995.jpg,lamem,0.7237166
n02834778_9101.jpg,memcat,0.804347826086957
00042569.jpg,lamem,0.8746970000000001
sun_aunmtltahwcwdlqz.jpg,isola,0.8163265585899353
00037553.jpg,lamem,0.6067178
sun_addjezlmejyekcyx.jpg,memcat,0.787878787878788
n03790512_1777.jpg,memcat,0.802325581395349
a8e4d1d960175da0.jpg,memcat,0.584905660377358
00048551.jpg,lamem,0.7401752
00032998.jpg,lamem,0.5133532000000001
00044881.jpg,lamem,0.7645276
00046399.jpg,lamem,0.5835174000000001
00021616.jpg,lamem,0.8983968000000001
n02324045_25672.jpg,memcat,0.836206896551724
00050722.jpg,lamem,0.8079386
00024638.jpg,lamem,0.596608
sun_auldcjwiqhhhwcld.jpg,memcat,0.414634146341463
00022323.jpg,lamem,0.7472422
n02430045_6289.jpg,memcat,0.752136752136752
n07806221_24082.jpg,memcat,0.833333333333333
00024224.jpg,lamem,0.6859972
00057354.jpg,lamem,0.9419834
00058003.jpg,lamem,0.8600110000000001
00019470.jpg,lamem,0.7866922
00022544.jpg,lamem,0.8112142
00021529.jpg,lamem,0.6991048
00019748.jpg,lamem,0.8278093999999999
000000490261.jpg,memcat,0.911764705882353
00018168.jpg,lamem,0.8148228
000000448205.jpg,memcat,0.77319587628866
n07720875_2188.jpg,memcat,0.892156862745098
00040419.jpg,lamem,0.6911964
00053500.jpg,lamem,0.8421738
00039370.jpg,lamem,0.8463846
00021312.jpg,lamem,0.9139313999999998
00004008.jpg,lamem,0.8343605999999999
00009315.jpg,lamem,0.6712638
00008731.jpg,lamem,0.9318544
00055482.jpg,lamem,0.6953708
00031977.jpg,lamem,0.514856
00045829.jpg,lamem,0.6757726
00001799.jpg,lamem,0.8404792000000001
00035985.jpg,lamem,0.6136546
00044331.jpg,lamem,0.7566274
00018637.jpg,lamem,0.7690357999999999
n07717556_757.jpg,memcat,0.903225806451613
00025821.jpg,lamem,0.7470893999999999
00002185.jpg,lamem,0.8208484
