file,set,mem
00035183.jpg,lamem,0.6160034000000001
00052614.jpg,lamem,0.7580503999999999
00014423.jpg,lamem,0.876758
00008302.jpg,lamem,0.8777177999999999
00003915.jpg,lamem,0.4335183999999999
sun_bdsgpbceoomdibba.jpg,isola,0.5679012537002563
00044312.jpg,lamem,0.636301
00001070.jpg,lamem,0.8472846
00009308.jpg,lamem,0.7838512
00014863.jpg,lamem,0.7940056
00033060.jpg,lamem,0.867413
00041111.jpg,lamem,0.7495358
00009114.jpg,lamem,0.8653176
00056395.jpg,lamem,0.7822804
8f82fbb148cbb7b4.jpg,memcat,0.602272727272727
00035340.jpg,lamem,0.5993708
00025631.jpg,lamem,0.6142087999999999
00041777.jpg,lamem,0.6566128
00022977.jpg,lamem,0.7788269999999999
00032899.jpg,lamem,0.868991
sun_brctkshfnspnmkio.jpg,figrim,0.775
n07690273_22090.jpg,memcat,0.913793103448276
00004108.jpg,lamem,0.7968886
00043343.jpg,lamem,0.6897398
n07911677_3501.jpg,memcat,0.847457627118644
00039139.jpg,lamem,0.8737518
00027286.jpg,lamem,0.7534642
n09472597_32202.jpg,memcat,0.647058823529412
00034701.jpg,lamem,0.568254
00023479.jpg,lamem,0.8231562
00025435.jpg,lamem,0.66882
n07717556_2584.jpg,memcat,0.903225806451613
00008472.jpg,lamem,0.7487246
00053574.jpg,lamem,0.8534393999999998
00026847.jpg,lamem,0.7425956
00045560.jpg,lamem,0.6045724
00005468.jpg,lamem,0.7349732
00040653.jpg,lamem,0.8611902
00036681.jpg,lamem,0.4410176
00027528.jpg,lamem,0.8432972
sun_aferhjkjsnsvetuc.jpg,isola,0.7469879388809204
00020640.jpg,lamem,0.854169
00056178.jpg,lamem,0.7780076
00003659.jpg,lamem,0.73144
00058739.jpg,lamem,0.8724936
00038869.jpg,lamem,0.6642344
00030472.jpg,lamem,0.7935302
sun_bfrshcqxwctwtokz.jpg,figrim,0.3863636363636363
00033869.jpg,lamem,0.8785394
n03541923_2670.jpg,memcat,0.75
00004334.jpg,lamem,0.7966796
00053370.jpg,lamem,0.6857328
00029642.jpg,lamem,0.789396
00045342.jpg,lamem,0.652338
00051612.jpg,lamem,0.8259442
00032796.jpg,lamem,0.8857054
00033004.jpg,lamem,0.6650362000000001
00016521.jpg,lamem,0.855444
00006934.jpg,lamem,0.8931896
00018195.jpg,lamem,0.636533
00044942.jpg,lamem,0.8227256000000001
a12da810b2390985.jpg,memcat,0.759615384615385
sun_auafjgyphzwjbkre.jpg,isola,0.5641025900840759
00035990.jpg,lamem,0.5735144
00003160.jpg,lamem,0.7543298
00025931.jpg,lamem,0.6542606
00020605.jpg,lamem,0.8508967999999999
00041325.jpg,lamem,0.8422988
00004746.jpg,lamem,0.7320230000000001
00006816.jpg,lamem,0.5228718
00033024.jpg,lamem,0.8190048000000001
00007463.jpg,lamem,0.9574288
00056083.jpg,lamem,0.8426237999999999
00056249.jpg,lamem,0.7103664000000001
00039379.jpg,lamem,0.8724375999999999
00031732.jpg,lamem,0.6961326
00025900.jpg,lamem,0.5113016
00012571.jpg,lamem,0.8171227999999999
sun_arpamufxczosjhbf.jpg,figrim,0.5555555555555556
00016431.jpg,lamem,0.876619
00050998.jpg,lamem,0.8768800000000001
00013437.jpg,lamem,0.6648683999999999
00046781.jpg,lamem,0.7123846
00051751.jpg,lamem,0.8209806000000001
00008313.jpg,lamem,0.8473094
00011075.jpg,lamem,0.6674954
e152d5868447723e.jpg,memcat,0.544642857142857
00041434.jpg,lamem,0.8398631999999999
00028213.jpg,lamem,0.8955736
f3de0d72febbe17f.jpg,memcat,0.821428571428571
00021141.jpg,lamem,0.81425
00005098.jpg,lamem,0.5105752
00041729.jpg,lamem,0.7266128000000001
00023492.jpg,lamem,0.78655
00056105.jpg,lamem,0.7362672
sun_ayvhzywbudlzvqlk.jpg,isola,0.6774193644523621
00024021.jpg,lamem,0.8372658
00013604.jpg,lamem,0.7223048
00032961.jpg,lamem,0.7656318
00058198.jpg,lamem,0.7688484
00018345.jpg,lamem,0.9330406
00020933.jpg,lamem,0.7943966
00057074.jpg,lamem,0.9415108
00056104.jpg,lamem,0.8387372
00045564.jpg,lamem,0.8544318000000001
00058124.jpg,lamem,0.7948238
00030411.jpg,lamem,0.8993665999999999
00033910.jpg,lamem,0.6808714
00022501.jpg,lamem,0.8646698
00020544.jpg,lamem,0.7944882
00047462.jpg,lamem,0.8127090000000001
00033900.jpg,lamem,0.646929
sun_babrwpwsaeessjtj.jpg,figrim,0.5060240963855421
sun_aarhbeqcuzhoshba.jpg,isola,0.6279069781303406
00027570.jpg,lamem,0.7542728000000001
sun_bdntgozxsjbuxxhy.jpg,figrim,0.410958904109589
n02431628_6620.jpg,memcat,0.701030927835051
00031618.jpg,lamem,0.907843
sun_azbaifnovkzxbkxd.jpg,memcat,0.336206896551724
00018516.jpg,lamem,0.749704
00049545.jpg,lamem,0.8493410000000001
00058264.jpg,lamem,0.7387395999999999
00031692.jpg,lamem,0.8283004
00035429.jpg,lamem,0.56323
00006989.jpg,lamem,0.9015866
00025732.jpg,lamem,0.6734734
00012392.jpg,lamem,0.880753
00038368.jpg,lamem,0.8533072
00014155.jpg,lamem,0.839532
sun_aonxmamtchxbkgfu.jpg,figrim,0.6582278481012658
00022099.jpg,lamem,0.8889652
00054362.jpg,lamem,0.6243534000000001
00030998.jpg,lamem,0.842761
00048089.jpg,lamem,0.7878726
00057555.jpg,lamem,0.8843152
9777cabf78befa26.jpg,memcat,0.845238095238095
a473e937a7342b38.jpg,memcat,0.858823529411765
00021062.jpg,lamem,0.7038308
00056114.jpg,lamem,0.7078302
00001091.jpg,lamem,0.9427634
00049993.jpg,lamem,0.5422288
00035130.jpg,lamem,0.5078077999999999
